Title,Runtime,Tomato Meter,Audience Score,No. Reviews,Genre,Embedding-0,Embedding-1,Embedding-2,Embedding-3,Embedding-4,Embedding-5,Embedding-6,Embedding-7,Embedding-8,Embedding-9,Embedding-10,Embedding-11,Embedding-12,Embedding-13,Embedding-14,Embedding-15,Embedding-16,Embedding-17,Embedding-18,Embedding-19
Good Burger 2,90,0.59,0.65,17,Comedy,-0.0004229121,-0.004693874,-0.0059522106,0.004908199,0.0103311585,-0.0017231352,-0.0035318434,0.0047889296,-0.0019610804,0.005081066,-0.0037470516,-0.009984882,-0.0025741279,0.010659335,-0.0049262973,-0.0068110847,-0.0033193287,-0.009903124,0.0010091616,0.0046077915
Kindergarten Cop,111,0.54,0.52,39,Comedy,-0.0053893076,-0.0048982673,-0.021249613,-0.008325359,-0.010701714,0.0034579027,-0.01450129,-0.0007923778,0.016228572,0.020607106,0.0015384493,0.01320779,0.0004965581,-0.0062019853,-0.006195933,-0.004642062,-0.01660192,0.00069762056,0.006148676,0.0023877004
This Is Where I Leave You,103,0.44,0.6,170,Comedy,0.003988142,-0.0026284957,-0.01057546,-0.0031769746,-0.021741496,0.002222416,-0.005089288,-0.0046654446,0.015699256,-0.0034099012,-0.01888927,0.006389593,0.0049280347,-0.00489504,0.015363117,-0.010659095,-0.0064782323,0.0026214917,-0.0065621426,0.0056230417
Austenland 2013,96,0.32,0.54,113,Romance,0.00824844,-0.010525288,0.006805939,-0.0043117185,0.00796171,-0.009956014,0.0041075596,-0.014003053,-0.014130006,0.0055870335,-0.006920776,-0.0027807578,0.005058778,-0.014981705,0.009566313,0.010874299,-0.010029658,0.02014969,-0.0007548787,-0.0016607692
Click,108,0.34,0.66,172,Comedy,0.009587206,0.0051359674,-0.0075425105,-0.017221022,0.004175078,-0.0037694792,-0.0015680362,0.00053486007,-0.000990374,-0.001968353,-0.0040555564,0.012992501,0.0031335144,-0.0074728564,0.007476791,-0.0014134233,0.0027359067,-0.004967663,-0.0020818182,-0.005749552
Your Place Or Mine 2023,109,0.3,0.35,110,Romance,0.0014917545,0.0018338453,0.006828704,0.006560565,-0.0010043301,-0.013502622,0.0035491283,-0.0168682,0.022001723,0.008985686,0.0025409951,-0.00029721297,-0.0032311387,0.007959617,-0.0031197092,-0.00057152135,0.0016551794,-0.0037954473,-0.009167626,-0.007914191
Movie 43,94,0.04,0.24,89,Comedy,0.00036587034,-0.01763178,0.028511798,0.002825613,0.0083884355,-0.013438721,0.004796705,-0.013442981,-0.00037884674,-0.009159617,0.00462835,-0.021938074,-0.009704384,0.011674704,-0.02006689,-0.00354337,0.0025292675,0.0035198026,-0.005761638,0.0047217705
You People 2023,117,0.4,0.34,131,Romance,0.005398863,-0.0018067954,-0.01158336,0.003690575,-0.0034113787,0.013133749,0.0028761397,-0.013175005,0.0025223969,-0.015049407,0.002287235,-0.010942856,-0.0024222159,-0.011504145,-0.0005588789,-0.011170355,0.00300265,-0.015408598,-0.0029140841,-0.013207334
Project X 2011,88,0.29,0.61,143,Comedy,-0.0052135377,-0.00907805,0.009433948,-0.0048285937,0.0046693957,-0.004922911,0.0030663493,0.0024357098,0.006307356,-0.005374358,0.0014101708,0.0014851112,0.0063959174,-0.0048870207,-0.009072246,0.013679686,0.017930526,-0.0061063743,-0.00030272416,-0.0107300375
1213718-Did You Hear About The Morgans,103,0.12,0.27,122,Comedy,0.000159017,-0.008369095,-0.0147212045,0.00038922904,0.008108309,-0.0049789315,-0.00048348308,-0.0075018136,-0.008204769,-0.0030508197,0.0021542194,0.009981628,-0.0010295744,0.002120635,-0.0007052586,-0.005437199,-0.004173074,0.015530594,-0.0068328977,-0.009307298
The Burbs,103,0.55,0.71,40,Comedy,-0.028387833,-0.010015316,-0.016363421,-0.0002199579,-0.00045339167,-0.006735389,-0.018556645,0.009157864,0.008041924,0.002394224,-0.008103092,0.010578865,-0.0006495849,0.00027609972,0.0015280982,-0.0025347255,0.0043897023,-0.0102424305,-0.012102773,-0.0069776014
The Upside,126,0.43,0.82,191,Comedy,0.00059552194,-0.014093357,-0.0046421676,-0.015553075,-0.009084409,0.0051204967,-0.00718929,0.010038281,0.00015667341,-0.009821814,-0.0016291337,-0.0060040024,0.023781423,-0.017232202,-0.020379616,0.00790889,-0.00564797,0.015033029,0.008858016,0.0019320719
The Art Of Racing In The Rain,109,0.45,0.96,121,Comedy,0.0032667492,-0.010216671,-0.00031002387,-0.01424502,-0.013578254,0.00917135,-0.009996806,-0.003345788,0.008741495,0.0023528498,-0.0009122983,0.009492159,-8.167084e-05,-0.007316859,-0.012307395,0.008834924,-0.0070001185,0.011280148,-0.0028930306,0.0028701413
Murder Mystery,97,0.44,0.46,70,Comedy,0.00090991316,-0.020944271,-0.00062808563,0.0034675244,-0.008071368,-0.016915683,-0.011043576,-0.016963532,0.005274466,-0.0040088873,0.001074434,-0.013056153,-0.009166471,0.0095974,-0.00952108,-0.0040630903,-0.007807441,-0.001145506,-0.003730027,-0.0024362807
Shes All That,91,0.41,0.55,63,Romance,-0.00087192655,0.0041537643,0.0030847578,-0.013799457,-0.020485107,-0.010983254,0.0030301139,-0.0040785535,0.0021243729,0.0015928724,0.024338225,-0.009686467,-0.010299916,0.001071762,0.0026929898,0.011884478,-0.0005123172,-0.0013225158,-0.0013016146,-0.007947844
The Pod Generation,109,0.42,0.55,77,Romance,-0.0015757985,-0.0011649907,-0.010325642,-0.010788307,-0.0072766123,-0.017154505,-0.010722585,-0.0074374094,-0.0029146138,-0.01598219,0.0009316487,-0.0063544386,-0.00223791,0.00567626,-0.00488643,0.0044250125,0.0029851473,0.0066984976,0.0031991978,-0.0070490045
The Intern,121,0.59,0.73,202,Comedy,-0.00084554916,-0.010211269,-0.0018077508,-0.0018736806,-0.021700338,-0.012218738,-0.025623966,-0.011143884,-0.010864364,-0.006597911,-0.00033136792,-0.00039912955,-0.0061128726,-0.012885623,0.005637736,0.019543486,-0.0025365865,-0.009125745,0.011293629,-0.004494662
The Hitmans Bodyguard,118,0.43,0.67,228,Action,0.01907317,0.0066760136,0.007857013,-0.012262706,0.0020130335,-0.0057218205,-0.0050524175,0.004486696,-0.014519249,-0.0063365214,-0.008854462,0.0061497856,0.010279012,-0.0078903865,0.00028944388,0.0020266282,-0.010357753,0.0129896905,0.009322399,0.010779852
Paint 2023,96,0.32,0.57,104,Comedy,0.021033645,-0.007153979,0.009835928,0.0016149627,-0.002586348,0.015442151,0.011056986,-0.0040839924,0.014489767,0.0028333017,-0.0010739241,-0.004391942,0.00604155,0.008954975,0.0057750763,0.0029786595,-0.024970416,0.0115618985,-0.0042041675,0.009692128
The Kissing Booth,105,0.15,0.56,13,Romance,0.0029482245,-0.0080831945,0.0034053344,0.012131153,-0.014108668,0.00022206418,-0.0076386607,-0.021379238,0.020822542,-0.00036258492,0.008406711,-0.0051624444,-0.015585708,-0.0019801173,-0.004281993,0.0003792896,-0.0030213313,0.010898145,0.025271278,-0.02077381
A Dogs Purpose,120,0.34,0.73,148,Comedy,0.0054657073,-0.008517747,0.017284328,-0.005135949,-0.0055379504,-0.015622551,0.0034658432,-0.006755435,0.006660322,-0.006730488,0.015949083,-0.009642553,0.002120756,-0.0054111867,0.006468714,-0.0010206774,0.0017513998,0.0019783292,0.0003398316,-0.007687257
Fear And Loathing In Las Vegas,119,0.5,0.89,70,Comedy,-0.0010038172,0.0018612398,0.0011371591,-0.0077176234,-0.0057687694,-0.017517881,-0.010187589,0.00033373348,0.012931565,-0.0019239734,-0.022105468,0.00092119054,0.018026944,0.0016588185,0.009403453,0.0044525517,-0.0041961083,-0.0022993754,-0.0032293708,0.004169006
Under The Silver Lake,139,0.59,0.58,157,Mystery & thriller,0.0068342863,0.008355128,0.006799451,0.00016838864,-0.012798275,-0.002957906,-0.0026252172,0.002347404,0.013528474,-0.01679105,0.012526324,0.007065566,0.009818675,-0.010021281,-0.015534699,0.010236283,-0.011422016,0.023573061,0.02205332,0.0016920178
Mafia Mamma,101,0.22,0.67,106,Comedy,0.0033436164,-0.004424823,-0.0048789955,0.011955073,0.0059437836,-0.012023602,-0.01465586,0.0052346988,-0.0035433932,-0.007191477,0.009098175,-0.015614244,-0.0007078305,0.0059139617,-0.0059776893,0.0008946769,-0.0072845677,0.010010903,0.0025358929,0.007740347
Wanderlust 2011,98,0.59,0.39,147,Comedy,0.0112194065,0.0073998645,-0.011225174,0.0010702837,-0.009919077,-0.0056133484,-0.004480298,0.0073129805,0.0045082816,-0.00489417,-0.011087889,0.012231437,0.0022032973,-0.0014435243,-0.014240186,0.0014841158,-0.002123667,-0.0064017037,-0.0038246561,0.011672483
Corner Office,101,0.22,0.57,18,Comedy,-0.009225873,-0.013426018,0.004610936,-0.005880201,-0.016593862,-0.028284516,-0.006906262,-0.0033779629,-0.013389135,0.0015344422,-0.011865839,0.0039517223,0.0013390008,0.0064938664,-0.0054623317,-0.006169057,-0.001966998,0.001904653,0.006610935,0.010271675
Super Troopers,103,0.36,0.9,91,Comedy,0.00496268,0.009904327,0.033020683,0.016086835,-0.0029479763,-0.007618529,-0.014338235,-0.007429318,0.010412904,-0.0022076205,-0.019079238,0.002151392,0.022361193,-0.0019445904,0.006298697,-0.022217195,0.0094094025,0.0007425688,-0.011169966,-0.023796786
Waiting,93,0.3,0.75,93,Comedy,0.0023015458,-0.016455775,0.014564958,-0.009866117,0.0056086006,-0.02410527,-0.000511089,0.006129192,-0.0033591609,0.007743349,0.0030188165,-0.011299249,-0.023574848,0.012686198,-0.009725144,-0.012613227,0.0012892175,0.0051616705,0.0035155374,0.00031742602
Murder Mystery 2,90,0.45,0.45,95,Comedy,0.00392294,-0.0020726665,0.00775048,0.0066489847,0.013615933,0.0035673329,0.0093483925,0.0077548525,0.0018753663,-0.017369295,-0.0050479923,0.007849028,-0.0051719346,-0.013701093,0.000741369,-0.0066709905,0.0003178035,0.00132806,-0.013772713,0.011811813
Tag 2018,100,0.56,0.57,205,Comedy,0.012845205,0.014020348,0.0070303045,0.012834323,0.017262474,-0.023727337,-0.0010344941,-0.017070552,0.0006665196,-0.0017738186,-0.0018032066,-0.010374514,0.00488769,0.0094692875,-0.00069134013,0.0013561547,0.008483757,-0.0029507175,-0.008073049,0.002179127
Jersey Girl,97,0.43,0.48,176,Romance,0.001334489,-0.0076857484,-0.003883746,0.001413941,-0.007404945,-0.007575041,-0.000992302,0.009402989,-0.01119113,-0.01514749,-0.012555514,0.0032986484,-0.006203953,-0.005122618,0.0003215102,0.011262703,-0.0027784696,-0.012044005,0.004330227,0.005089586
Meet Cute 2022,89,0.59,0.61,34,Comedy,0.0073941066,-0.0014588542,-0.003963675,-0.0031589412,0.0075190812,-0.011591702,-0.000991923,-0.011085483,0.0078643095,0.013645396,-0.0018484481,0.00043481775,0.0048254817,-0.00012707376,-0.012758298,-0.00522173,0.00046034437,0.010959245,0.0015240603,-0.0043837605
Nanny Diaries,104,0.34,0.51,132,Comedy,-0.0025113209,-0.010787269,0.016812723,-0.00051674095,0.009674433,-0.00943041,0.0041569984,-0.016949818,-0.0059129633,-0.007092268,0.015337512,-0.010652637,-0.0149448905,-0.018707303,-0.009319198,-0.008052573,-0.004596089,0.00678788,0.004391362,-0.015783569
Ace Ventura Pet Detective,86,0.48,0.57,63,Comedy,0.008496096,-0.0060579516,-0.013648624,-0.00066585187,0.0020524054,-0.020251045,0.0020777448,-0.0019964648,0.0042879274,0.0073087863,0.016534885,0.005629276,0.0025291678,0.010700649,0.0050998265,0.0053088693,0.0031616383,0.009209616,0.004246614,0.002662865
Book Club The Next Chapter,107,0.46,0.84,115,Comedy,-0.0056171687,0.0051758233,-0.007008613,0.0041478695,0.017164804,-0.0074131414,0.0037876791,-0.013749179,0.0010034728,0.007040851,0.0067834435,-0.0015409853,0.0015467281,0.006747319,0.02091334,-0.0118955,-0.0031713336,-0.00826806,-0.0016165354,0.0005724728
The Holiday,132,0.5,0.8,159,Holiday,0.00116836,-0.01497184,-0.014774792,-0.00421015,-0.0009790536,0.0037213191,-0.00053353014,-0.0014731023,0.0016641829,0.015945522,-0.011732705,0.0035138805,-0.0070699886,-0.004812869,-0.0029980117,-0.004628283,-0.012369586,0.0047594337,-0.008713694,0.0049710115
Love Rosie,102,0.32,0.63,57,Romance,0.0022080604,-0.005930651,-0.007536939,0.020560896,0.00924815,-0.02671672,0.0008472357,-0.017143937,0.01433523,-0.0025305655,0.010690492,-0.009431653,-0.0018198248,0.012834445,-0.0057112835,-0.0026082527,-0.0027119697,-0.009497106,0.010078651,-0.018800218
Where The Buffalo Roam,96,0.19,0.73,26,Comedy,-0.011551263,0.004398468,-0.0057612164,-0.006379916,0.0134190675,-0.0016413555,7.1757844e-05,-0.0027246345,-0.010297959,-0.0021135197,-0.0045282273,0.010102654,0.007700416,-0.016273793,0.0132996235,-0.008607058,-0.028675646,0.0016709247,-0.0041926303,-0.0028021424
Scary Movie,88,0.51,0.43,117,Comedy,0.006098575,-0.0065000923,-0.0046409867,-0.008269118,-0.0009563364,-0.013588014,-0.014517071,-0.0059518917,0.0069289343,0.018323,0.0068599978,-0.013563524,-0.006975715,0.0079011,0.020953188,0.0073544206,0.005009463,0.0055817487,-0.020720553,0.006437037
The Flintstones,92,0.23,0.25,48,Kids & family,0.0022964324,4.604161e-05,-0.006937494,-0.0009723812,0.002370819,-3.9967046e-05,0.010248045,-0.0024353308,-0.0031345866,7.51419e-05,0.0044274945,-0.009951098,2.5020632e-05,0.013290523,-0.016438711,-0.017821867,0.009356238,0.0035181385,0.011201706,-0.0012663093
Shes The Man,105,0.44,0.79,114,Romance,-0.006262614,-0.006959143,0.0042538606,0.0046357377,0.015569787,-0.010189285,-0.009095596,-0.01156528,-0.0071422257,-0.011147448,0.0072611137,0.0032747672,0.010660517,-0.01946054,0.0037586968,0.00967446,-0.025606964,0.010997615,0.017948199,0.005622526
Joe Dirt,90,0.09,0.63,76,Comedy,0.007886444,-0.014793344,-0.012597775,-0.0009681601,-0.005702914,-0.0037915148,0.008405371,0.0011291035,-0.009943733,-0.0055325916,0.007531141,-0.010809532,-0.013556202,0.013167563,0.018380243,-0.0009822961,-0.0073892167,-0.014197437,-0.0072638886,0.00592783
Mothers Day 2016,118,0.08,0.43,158,Comedy,-0.00781679,6.674789e-05,-0.010149587,-0.0031310953,-0.021958262,0.008221144,-0.011077045,-0.0006422123,0.0022525003,-0.0052124034,-0.00025242678,0.02047183,0.00058376545,-0.0163544,-0.014317201,-0.0021167304,-0.006237605,0.00972991,0.016803488,0.012984599
Meet The Fockers,115,0.39,0.58,166,Comedy,-0.016982378,0.015868649,-0.006921864,-0.0054148417,0.00799528,-0.007197375,-0.0132107865,-0.01202055,0.0006135519,0.010905219,-0.002023974,0.0030008524,0.0022908368,0.009971774,-0.0060768398,0.008438828,0.0040818234,0.007459906,-0.0046481933,-0.0026855974
1101561-1101561-Malena,106,0.53,0.84,79,Comedy,-0.008618268,-0.013511782,-0.007001684,0.0077199326,-0.008275295,-0.016634215,0.005986792,0.010078491,-0.0070733726,-0.000144713,0.0014272556,0.006069149,-0.00019650217,-0.0018844337,0.0072334064,0.003673558,-0.009274109,-0.0070201876,-0.009181919,-0.008481001
Good Burger,95,0.33,0.63,45,Comedy,0.019284334,0.002186889,0.008639305,-0.015354502,-0.004753479,-0.0020254822,-0.024471756,-0.008220096,0.0035189327,-0.014184144,-2.7798117e-06,-0.012978633,-0.005248627,-0.02384575,0.0016008023,0.0014360019,0.003580181,-0.011560414,0.007942866,-0.0011456419
Wonka,116,0.83,0.91,311,Kids & family,0.011308067,0.0057128593,0.0022784546,0.0021739912,0.00923864,-0.02477203,0.012143661,-0.0016409144,0.0041306796,-0.0049540186,0.00897596,-0.0047781905,0.0025694652,0.016163416,0.014401373,-0.0041017933,0.00930886,-0.00087398774,0.0007721141,-0.006984246
Departing Seniors,85,0.54,0.8,13,Comedy,0.0049080653,0.00073814613,-0.0057442756,-0.003529617,0.002084671,-0.0036716566,0.0022905725,-0.015463638,0.010581156,0.010284701,0.009173607,-0.017207693,-0.010210166,0.0055624703,0.002107969,0.0033421977,-0.0043637203,-0.0027203914,0.0067708106,-0.010824799
The Holdovers,133,0.97,0.91,343,Holiday,-0.0034237367,-0.016303262,-0.009736632,-0.0027258098,0.0040445398,-0.019458896,0.011526741,-0.011132852,-0.0023735529,-0.0062932037,0.0092123635,0.00728874,-0.0056582903,0.00054328796,0.008849675,0.009666221,-0.0018210048,-0.00826483,0.009233499,-0.003058747
Saltburn,131,0.71,0.79,284,Comedy,-0.0004909009,-0.0020705406,0.0020920339,0.016866794,-0.014295796,0.017648403,-0.007448456,0.010267188,-0.0071007796,0.004630545,0.009599254,-0.0070605064,0.0032021657,-0.013607139,-0.009158282,0.0063653155,-0.0008210369,0.006318097,0.010796806,0.0015265478
Dumb Money,105,0.84,0.85,233,Comedy,0.0070727407,-0.00948894,-0.008029372,-0.006467819,-0.013585763,-0.013729858,0.005056022,0.013819863,-0.00120539,0.010242874,0.0067096143,0.0052248663,0.006538642,0.017967034,-0.0066134133,-0.0069252066,0.006800907,0.0058656037,-0.013954732,0.008529827
What Doesnt Float,69,1.0,0.78,6,Drama,0.020372681,0.007064008,-0.00753151,-0.0067459955,0.013439862,0.00421103,-0.0040691136,-0.0014192357,0.011975601,-0.0011108571,-0.0017007136,-0.015433627,0.009872267,-0.015054142,0.0072590993,0.018709982,-0.012420461,0.0128164515,-0.012961035,0.0051205037
Self Reliance,89,0.72,0.62,57,Comedy,0.016176285,-0.00014637671,-0.019788401,-0.0066773286,-0.00905275,0.011684058,0.0016532202,-0.011805327,0.0017490074,-0.018420454,0.015177359,-0.0005921664,0.016729504,-0.014637923,0.0013834466,0.010287119,-0.0060002995,-0.0030435333,0.0075901374,-0.00012630624
Barbie,114,0.88,0.83,497,Comedy,-0.014074047,0.001862748,-0.005301037,-0.009631291,-0.0041787787,0.004143185,-0.008362804,0.0011317625,0.007962534,-0.012661494,-0.0038402535,-0.010446499,0.0081302505,-0.004950258,-0.009433242,0.017439375,-0.016513027,0.013297494,0.016183151,0.017759718
No Hard Feelings 2023,103,0.7,0.87,226,Romance,0.0033339716,-0.012311089,0.00510428,0.0046780994,-0.0022764434,-0.015401149,0.0017357692,-0.010034578,0.0002876008,0.008950534,-0.009544424,0.005558914,-0.0054969015,0.01172106,-0.008846961,-0.0016705804,0.01316569,0.0016476804,4.5180368e-05,-0.0040144706
Dream Scenario,102,0.91,0.68,218,Comedy,-0.0010723248,0.004946326,0.0056761955,0.0014645538,0.012632122,0.006464911,-0.0052136853,-0.009264139,-0.00027021504,-0.014774075,0.0053598653,-0.0040982896,0.004638016,0.0012217596,-0.007421104,0.012443793,-0.010197163,0.0023953863,-0.002900823,-0.00476195
The Favourite 2018,120,0.93,0.7,429,Comedy,0.0060656485,0.006566939,-0.007930554,0.0020448603,0.01894351,-0.00557929,-0.008795714,-0.0010341743,-0.012191122,0.008951062,-0.00029695182,-0.0026930165,-0.0071777133,-0.003932826,0.0019717938,0.015897844,0.008571523,0.011859926,-5.804412e-05,-0.0061177285
Good Grief 2023,100,0.76,0.71,74,Comedy,-0.0023206074,-0.005378411,-0.008802852,0.0028292972,0.0026212144,-0.0029221098,-0.017641267,0.007735354,0.010355088,-0.0028407697,-0.0045208074,0.0029780227,-0.006079153,-0.0024037454,0.010539809,0.0112714935,-0.0032123656,-0.009579414,-0.013445027,0.006686428
You Hurt My Feelings 2023,93,0.94,0.64,216,Comedy,-0.011027877,-0.013499247,0.0012305673,0.0020957685,0.0021305731,-0.018324012,-0.014358744,0.00648126,0.0037213806,-0.012360242,-0.0076288595,0.017888594,0.009801132,-0.0122294575,0.0025501207,-0.002003032,-0.00091094675,-0.004498638,0.0060605286,-0.0072751967
Silent Night 2021 2,92,0.66,0.47,119,Horror,-0.002625572,0.009552339,-0.005229018,-0.016628759,-0.0007032866,-0.0037762977,0.022095956,-0.00017654263,0.015030521,-0.005686748,0.004078377,0.0006892901,-0.004151835,0.02167079,-0.019053329,0.003614004,-0.015264,0.004515206,0.00576152,-0.013134098
Thanksgiving 2023,107,0.84,0.79,146,Holiday,-0.002783106,0.011194479,0.0047584744,0.014569339,-0.0075947633,-0.012262836,-0.008179538,-0.004498346,0.004210374,-0.009664354,-0.00016305987,0.007677284,0.0112973135,-0.013026136,0.0011328623,0.008449439,0.006666884,0.0035073175,0.012855289,0.009501553
Bottoms,88,0.9,0.89,214,Comedy,-0.0051759677,-0.027175033,-0.0038083233,-0.003057606,-0.003923745,-0.0074342988,-0.011878153,0.0017135233,0.009976491,-0.00997743,0.012297337,0.005153116,0.008028868,0.0009643257,-0.0054478506,0.008434935,0.009553102,0.01598375,0.0079872,-0.009916998
The Menu,107,0.88,0.76,327,Horror,-0.0032631482,-0.0124321105,-0.0047212243,-0.026130434,-0.017999891,-0.0035778624,-0.010290449,-0.016121548,0.015591306,-0.015605656,-0.0012844298,-0.004764597,0.0080761975,-0.010423593,-0.002171448,-0.007339637,0.0034904368,0.0014335917,0.0036018998,0.003714623
Blackberry,119,0.98,0.94,204,Comedy,0.017369006,-0.001566339,-0.0046279943,-0.007838471,0.004340631,0.0006100703,-0.005629761,0.0032923005,0.006087086,0.007854429,0.002014752,0.016439034,0.00016586334,0.001778263,-0.004898903,0.0077068256,0.008539383,0.01147216,0.006211661,-0.02200745
Mean Girls,97,0.84,0.66,219,Comedy,-0.03560748,0.0025539475,-0.0027758558,0.008064008,0.0098508205,0.010493487,-0.011456747,0.013779296,-0.009262543,0.017703265,-0.011623444,0.02685613,-0.015158383,-0.008880918,0.00039941148,0.0035258234,-0.015596691,-0.0027377326,-0.0043424983,0.012215658
Asteroid City,105,0.75,0.62,353,Comedy,0.008005165,-0.0022650235,-0.010271509,-0.001606248,0.0012698127,-0.01456739,0.004196019,-0.0024941575,0.011146913,0.0024222936,-0.00034414342,-0.01299881,-0.0053399075,0.0005127564,0.009264199,0.0034995533,0.0018672773,0.0014191028,0.0024274513,-0.012435441
The Banshees Of Inisherin,109,0.96,0.75,368,Comedy,-0.0071352185,-0.008888999,-0.0022223643,-0.0050217845,-0.002324894,-0.008873385,0.001195018,-0.005056699,0.012162849,-0.0011298659,0.020983933,-0.0066167503,0.004304999,0.0027914974,-0.011201477,-0.0020574327,0.005684464,0.015387329,-0.0019289982,-0.0058966717
